Set,Code,Release Date,Number in the set,Card Name,Rarity,Text,Mana Cost,Type,Power,Toughness,CMC,Artist,Standard
Vintage Masters,VMA,6/16/2014,256,"Marchesa, the Black Rose",Mythic Rare,"Dethrone (Whenever this creature attacks the player with the most life or tied for most life, put a +1/+1 counter on it.)
Other creatures you control have dethrone.
Whenever a creature you control with a +1/+1 counter on it dies, return that card to the battlefield under your control at the beginning of the next end step.",{1}{U}{B}{R},Creature,3,3,4,Matt Stewart,No
Vintage Masters,VMA,6/16/2014,257,Prophetic Bolt,Uncommon,Prophetic Bolt deals 4 damage to target creature or player. Look at the top four cards of your library. Put one of those cards into your hand and the rest on the bottom of your library in any order.,{3}{U}{R},Instant,,,5,Slawomir Maniak,No
Vintage Masters,VMA,6/16/2014,258,Psychatog,Uncommon,"Discard a card: Psychatog gets +1/+1 until end of turn.
Exile two cards from your graveyard: Psychatog gets +1/+1 until end of turn.",{1}{U}{B},Creature,1,2,3,Izzy,No
Vintage Masters,VMA,6/16/2014,259,Reviving Vapors,Uncommon,Reveal the top three cards of your library and put one of them into your hand. You gain life equal to that card's converted mana cost. Put all other cards revealed this way into your graveyard.,{2}{W}{U},Instant,,,4,Pete Venters,No
Vintage Masters,VMA,6/16/2014,260,"Selvala, Explorer Returned",Rare,"Parley — {T}: Each player reveals the top card of his or her library. For each nonland card revealed this way, add {G} to your mana pool and you gain 1 life. Then each player draws a card.",{1}{G}{W},Creature,2,4,3,Tyler Jacobson,No
Vintage Masters,VMA,6/16/2014,261,Shivan Wurm,Rare,"Trample
When Shivan Wurm enters the battlefield, return a red or green creature you control to its owner's hand.",{3}{R}{G},Creature,7,7,5,Scott M. Fischer,No
Vintage Masters,VMA,6/16/2014,262,Spiritmonger,Rare,"Whenever Spiritmonger deals damage to a creature, put a +1/+1 counter on Spiritmonger.
{B}: Regenerate Spiritmonger.
{G}: Spiritmonger becomes the color of your choice until end of turn.",{3}{B}{G},Creature,6,6,5,Kev Walker,No
Vintage Masters,VMA,6/16/2014,263,Ankh of Mishra,Rare,"Whenever a land enters the battlefield, Ankh of Mishra deals 2 damage to that land's controller.",{2},Artifact,,,2,Ian Miller,No
Vintage Masters,VMA,6/16/2014,264,Chimeric Idol,Uncommon,{0}: Tap all lands you control. Chimeric Idol becomes a 3/3 Turtle artifact creature until end of turn.,{3},Artifact,,,3,Mark Tedin,No
Vintage Masters,VMA,6/16/2014,265,City in a Bottle,Mythic Rare,"Whenever another nontoken permanent with a name originally printed in the Arabian Nights expansion is on the battlefield, its controller sacrifices it.
Players can't cast spells or play lands with a name originally printed in the Arabian Nights expansion.",{2},Artifact,,,2,Daniel Ljunggren,No
Vintage Masters,VMA,6/16/2014,266,Coercive Portal,Mythic Rare,"Will of the council — At the beginning of your upkeep, starting with you, each player votes for carnage or homage. If carnage gets more votes, sacrifice Coercive Portal and destroy all nonland permanents. If homage gets more votes or the vote is tied, draw a card.",{4},Artifact,,,4,Yeong-Hao Han,No
Vintage Masters,VMA,6/16/2014,267,Cursed Scroll,Rare,"{3}, {T}: Choose a card name, then reveal a card at random from your hand. If that card has the chosen name, Cursed Scroll deals 2 damage to target creature or player.",{1},Artifact,,,1,D. Alexander Gregory,No
Vintage Masters,VMA,6/16/2014,268,Flowstone Sculpture,Rare,"{2}, Discard a card: Put a +1/+1 counter on Flowstone Sculpture or Flowstone Sculpture gains flying, first strike, or trample. (This effect lasts indefinitely.)",{6},Artifact,,,6,Hannibal King,No
Vintage Masters,VMA,6/16/2014,269,Ivory Tower,Uncommon,"At the beginning of your upkeep, you gain X life, where X is the number of cards in your hand minus 4.",{1},Artifact,,,1,Jason Chan,No
Vintage Masters,VMA,6/16/2014,270,"Karn, Silver Golem",Rare,"Whenever Karn, Silver Golem blocks or becomes blocked, it gets -4/+4 until end of turn.
{1}: Target noncreature artifact becomes an artifact creature with power and toughness each equal to its converted mana cost until end of turn.",{5},Artifact,,,5,Mark Zug,No
Vintage Masters,VMA,6/16/2014,271,Lion's Eye Diamond,Mythic Rare,"Discard your hand, Sacrifice Lion's Eye Diamond: Add three mana of any one color to your mana pool. Activate this ability only any time you could cast an instant.",{0},Artifact,,,0,Lindsey Look,No
Vintage Masters,VMA,6/16/2014,272,Mana Crypt,Mythic Rare,"At the beginning of your upkeep, flip a coin. If you lose the flip, Mana Crypt deals 3 damage to you.
{T}: Add {C}{C} to your mana pool.",{0},Artifact,,,0,Matt Stewart,No
Vintage Masters,VMA,6/16/2014,273,Mana Prism,Common,"{T}: Add {C} to your mana pool.
{1}, {T}: Add one mana of any color to your mana pool.",{3},Artifact,,,3,Margaret Organ-Kean,No
Vintage Masters,VMA,6/16/2014,274,Mana Vault,Rare,"Mana Vault doesn't untap during your untap step.
At the beginning of your upkeep, you may pay {4}. If you do, untap Mana Vault.
At the beginning of your draw step, if Mana Vault is tapped, it deals 1 damage to you.
{T}: Add {C}{C}{C} to your mana pool.",{1},Artifact,,,1,Christine Choi,No
Vintage Masters,VMA,6/16/2014,275,Masticore,Rare,"At the beginning of your upkeep, sacrifice Masticore unless you discard a card.
{2}: Masticore deals 1 damage to target creature.
{2}: Regenerate Masticore.",{4},Artifact,,,4,Steven Belledin,No
Vintage Masters,VMA,6/16/2014,276,Memory Jar,Mythic Rare,"{T}, Sacrifice Memory Jar: Each player exiles all cards from his or her hand face down and draws seven cards. At the beginning of the next end step, each player discards his or her hand and returns to his or her hand each card he or she exiled this way.",{5},Artifact,,,5,Donato Giancola,No
Vintage Masters,VMA,6/16/2014,277,Nevinyrral's Disk,Rare,"Nevinyrral's Disk enters the battlefield tapped.
{1}, {T}: Destroy all artifacts, creatures, and enchantments.",{4},Artifact,,,4,Steve Argyle,No
Vintage Masters,VMA,6/16/2014,278,Null Rod,Rare,Activated abilities of artifacts can't be activated.,{2},Artifact,,,2,Anson Maddocks,No
Vintage Masters,VMA,6/16/2014,279,"Predator, Flagship",Rare,"{2}: Target creature gains flying until end of turn.
{5}, {T}: Destroy target creature with flying.",{5},Artifact,,,5,Mark Tedin,No
Vintage Masters,VMA,6/16/2014,280,Ring of Gix,Rare,"Echo {3} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
{1}, {T}: Tap target artifact, creature, or land.",{3},Artifact,,,3,Mark Tedin,No
Vintage Masters,VMA,6/16/2014,281,Skullclamp,Mythic Rare,"Equipped creature gets +1/-1.
Whenever equipped creature dies, draw two cards.
Equip {1}",{1},Artifact,,,1,Daniel Ljunggren,No
Vintage Masters,VMA,6/16/2014,282,Smokestack,Rare,"At the beginning of your upkeep, you may put a soot counter on Smokestack.
At the beginning of each player's upkeep, that player sacrifices a permanent for each soot counter on Smokestack.",{4},Artifact,,,4,Daniel Ljunggren,No
Vintage Masters,VMA,6/16/2014,283,Sol Ring,Mythic Rare,{T}: Add {C}{C} to your mana pool.,{1},Artifact,,,1,Mike Bierek,No
Vintage Masters,VMA,6/16/2014,284,Sphere of Resistance,Rare,Spells cost {1} more to cast.,{2},Artifact,,,2,Doug Chaffee,No
Vintage Masters,VMA,6/16/2014,285,Su-Chi,Uncommon,"When Su-Chi dies, add {C}{C}{C}{C} to your mana pool.",{4},Artifact,,,4,Robbie Trevino,No
Vintage Masters,VMA,6/16/2014,286,Thopter Squadron,Uncommon,"Flying
Thopter Squadron enters the battlefield with three +1/+1 counters on it.
{1}, Remove a +1/+1 counter from Thopter Squadron: Create a 1/1 colorless Thopter artifact creature token with flying. Activate this ability only any time you could cast a sorcery.
{1}, Sacrifice another Thopter: Put a +1/+1 counter on Thopter Squadron. Activate this ability only any time you could cast a sorcery.",{5},Artifact,,,5,Doug Chaffee,No
Vintage Masters,VMA,6/16/2014,287,Time Vault,Mythic Rare,"Time Vault enters the battlefield tapped.
Time Vault doesn't untap during your untap step.
If you would begin your turn while Time Vault is tapped, you may skip that turn instead. If you do, untap Time Vault.
{T}: Take an extra turn after this one.",{2},Artifact,,,2,Yeong-Hao Han,No
Vintage Masters,VMA,6/16/2014,288,Triangle of War,Uncommon,"{2}, Sacrifice Triangle of War: Target creature you control fights target creature an opponent controls. (Each deals damage equal to its power to the other.)",{1},Artifact,,,1,Ian Miller,No
Vintage Masters,VMA,6/16/2014,289,Ancient Tomb,Rare,{T}: Add {C}{C} to your mana pool. Ancient Tomb deals 2 damage to you.,,Land,,,0,Colin MacNeil,No
Vintage Masters,VMA,6/16/2014,290,Bad River,Uncommon,"Bad River enters the battlefield tapped.
{T}, Sacrifice Bad River: Search your library for an Island or Swamp card and put it onto the battlefield. Then shuffle your library.",,Land,,,0,Terese Nielsen,No
Vintage Masters,VMA,6/16/2014,291,Badlands,Rare,({T}: Add {B} or {R} to your mana pool.),,Land,,,0,Daarken,No
Vintage Masters,VMA,6/16/2014,292,Barren Moor,Common,"Barren Moor enters the battlefield tapped.
{T}: Add {B} to your mana pool.
Cycling {B} ({B}, Discard this card: Draw a card.)",,Land,,,0,Heather Hudson,No
Vintage Masters,VMA,6/16/2014,293,Bayou,Rare,({T}: Add {B} or {G} to your mana pool.),,Land,,,0,Karl Kopinski,No
Vintage Masters,VMA,6/16/2014,294,Bazaar of Baghdad,Mythic Rare,"{T}: Draw two cards, then discard three cards.",,Land,,,0,Christopher Moeller,No
Vintage Masters,VMA,6/16/2014,295,Caldera Lake,Uncommon,"Caldera Lake enters the battlefield tapped.
{T}: Add {C} to your mana pool.
{T}: Add {U} or {R} to your mana pool. Caldera Lake deals 1 damage to you.",,Land,,,0,Allen Williams,No
Vintage Masters,VMA,6/16/2014,296,Flood Plain,Uncommon,"Flood Plain enters the battlefield tapped.
{T}, Sacrifice Flood Plain: Search your library for a Plains or Island card and put it onto the battlefield. Then shuffle your library.",,Land,,,0,Pat Lewis,No
Vintage Masters,VMA,6/16/2014,297,Forgotten Cave,Common,"Forgotten Cave enters the battlefield tapped.
{T}: Add {R} to your mana pool.
Cycling {R} ({R}, Discard this card: Draw a card.)",,Land,,,0,Noah Bradley,No
Vintage Masters,VMA,6/16/2014,298,Grand Coliseum,Rare,"Grand Coliseum enters the battlefield tapped.
{T}: Add {C} to your mana pool.
{T}: Add one mana of any color to your mana pool. Grand Coliseum deals 1 damage to you.",,Land,,,0,Carl Critchlow,No
Vintage Masters,VMA,6/16/2014,299,Grasslands,Uncommon,"Grasslands enters the battlefield tapped.
{T}, Sacrifice Grasslands: Search your library for a Forest or Plains card and put it onto the battlefield. Then shuffle your library.",,Land,,,0,John Avon,No
Vintage Masters,VMA,6/16/2014,300,Keldon Necropolis,Rare,"{T}: Add {C} to your mana pool.
{4}{R}, {T}, Sacrifice a creature: Keldon Necropolis deals 2 damage to target creature or player.",,Land,,,0,Franz Vohwinkel,No
Vintage Masters,VMA,6/16/2014,301,Kjeldoran Outpost,Rare,"If Kjeldoran Outpost would enter the battlefield, sacrifice a Plains instead. If you do, put Kjeldoran Outpost onto the battlefield. If you don't, put it into its owner's graveyard.
{T}: Add {W} to your mana pool.
{1}{W}, {T}: Create a 1/1 white Soldier creature token.",,Land,,,0,Noah Bradley,No
Vintage Masters,VMA,6/16/2014,302,Lake of the Dead,Rare,"If Lake of the Dead would enter the battlefield, sacrifice a Swamp instead. If you do, put Lake of the Dead onto the battlefield. If you don't, put it into its owner's graveyard.
{T}: Add {B} to your mana pool.
{T}, Sacrifice a Swamp: Add {B}{B}{B}{B} to your mana pool.",,Land,,,0,Eytan Zana,No
Vintage Masters,VMA,6/16/2014,303,Library of Alexandria,Mythic Rare,"{T}: Add {C} to your mana pool.
{T}: Draw a card. Activate this ability only if you have exactly seven cards in hand.",,Land,,,0,Drew Baker,No
Vintage Masters,VMA,6/16/2014,304,Lonely Sandbar,Common,"Lonely Sandbar enters the battlefield tapped.
{T}: Add {U} to your mana pool.
Cycling {U} ({U}, Discard this card: Draw a card.)",,Land,,,0,Heather Hudson,No
Vintage Masters,VMA,6/16/2014,305,Mishra's Workshop,Mythic Rare,{T}: Add {C}{C}{C} to your mana pool. Spend this mana only to cast artifact spells.,,Land,,,0,Sam Burley,No
Vintage Masters,VMA,6/16/2014,306,Mountain Valley,Uncommon,"Mountain Valley enters the battlefield tapped.
{T}, Sacrifice Mountain Valley: Search your library for a Mountain or Forest card and put it onto the battlefield. Then shuffle your library.",,Land,,,0,Kari Johnson,No
Vintage Masters,VMA,6/16/2014,307,Pine Barrens,Uncommon,"Pine Barrens enters the battlefield tapped.
{T}: Add {C} to your mana pool.
{T}: Add {B} or {G} to your mana pool. Pine Barrens deals 1 damage to you.",,Land,,,0,Rebecca Guay,No
Vintage Masters,VMA,6/16/2014,308,Plateau,Rare,({T}: Add {R} or {W} to your mana pool.),,Land,,,0,Noah Bradley,No
Vintage Masters,VMA,6/16/2014,309,Rocky Tar Pit,Uncommon,"Rocky Tar Pit enters the battlefield tapped.
{T}, Sacrifice Rocky Tar Pit: Search your library for a Swamp or Mountain card and put it onto the battlefield. Then shuffle your library.",,Land,,,0,Jeff Miracola,No
Vintage Masters,VMA,6/16/2014,310,Salt Flats,Uncommon,"Salt Flats enters the battlefield tapped.
{T}: Add {C} to your mana pool.
{T}: Add {W} or {B} to your mana pool. Salt Flats deals 1 damage to you.",,Land,,,0,Scott Kirschner,No
Vintage Masters,VMA,6/16/2014,311,Savannah,Rare,({T}: Add {G} or {W} to your mana pool.),,Land,,,0,Charles Urbach,No
Vintage Masters,VMA,6/16/2014,312,Scabland,Uncommon,"Scabland enters the battlefield tapped.
{T}: Add {C} to your mana pool.
{T}: Add {R} or {W} to your mana pool. Scabland deals 1 damage to you.",,Land,,,0,Andrew Robinson,No
Vintage Masters,VMA,6/16/2014,313,Scrubland,Rare,({T}: Add {W} or {B} to your mana pool.),,Land,,,0,Eytan Zana,No
Vintage Masters,VMA,6/16/2014,314,Secluded Steppe,Common,"Secluded Steppe enters the battlefield tapped.
{T}: Add {W} to your mana pool.
Cycling {W} ({W}, Discard this card: Draw a card.)",,Land,,,0,Heather Hudson,No
Vintage Masters,VMA,6/16/2014,315,Skyshroud Forest,Uncommon,"Skyshroud Forest enters the battlefield tapped.
{T}: Add {C} to your mana pool.
{T}: Add {G} or {U} to your mana pool. Skyshroud Forest deals 1 damage to you.",,Land,,,0,Roger Raupp,No
Vintage Masters,VMA,6/16/2014,316,Strip Mine,Rare,"{T}: Add {C} to your mana pool.
{T}, Sacrifice Strip Mine: Destroy target land.",,Land,,,0,John Avon,No
Vintage Masters,VMA,6/16/2014,317,Taiga,Rare,({T}: Add {R} or {G} to your mana pool.),,Land,,,0,Sam Burley,No
Vintage Masters,VMA,6/16/2014,318,Thawing Glaciers,Rare,"Thawing Glaciers enters the battlefield tapped.
{1}, {T}: Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle your library. Return Thawing Glaciers to its owner's hand at the beginning of the next cleanup step.",,Land,,,0,Jim Nelson,No
Vintage Masters,VMA,6/16/2014,319,Tolarian Academy,Mythic Rare,{T}: Add {U} to your mana pool for each artifact you control.,,Land,,,0,Stephen Daniele,No
Vintage Masters,VMA,6/16/2014,320,Tranquil Thicket,Common,"Tranquil Thicket enters the battlefield tapped.
{T}: Add {G} to your mana pool.
Cycling {G} ({G}, Discard this card: Draw a card.)",,Land,,,0,Heather Hudson,No
Vintage Masters,VMA,6/16/2014,321,Tropical Island,Rare,({T}: Add {G} or {U} to your mana pool.),,Land,,,0,Franz Vohwinkel,No
Vintage Masters,VMA,6/16/2014,322,Tundra,Rare,({T}: Add {W} or {U} to your mana pool.),,Land,,,0,Lars Grant-West,No
Vintage Masters,VMA,6/16/2014,323,Underground Sea,Rare,({T}: Add {U} or {B} to your mana pool.),,Land,,,0,Cliff Childs,No
Vintage Masters,VMA,6/16/2014,324,Volcanic Island,Rare,({T}: Add {U} or {R} to your mana pool.),,Land,,,0,Noah Bradley,No
Vintage Masters,VMA,6/16/2014,325,Yavimaya Hollow,Rare,"{T}: Add {C} to your mana pool.
{G}, {T}: Regenerate target creature.",,Land,,,0,Douglas Shuler,No
Modern Masters,MMA,6/7/2013,1,Adarkar Valkyrie,Rare,"Flying, vigilance
{T}: When target creature other than Adarkar Valkyrie dies this turn, return that card to the battlefield under your control.",{4}{W}{W},Creature,4,5,6,Jeremy Jarvis,No
Modern Masters,MMA,6/7/2013,2,Amrou Scout,Common,"{4}, {T}: Search your library for a Rebel permanent card with converted mana cost 3 or less and put it onto the battlefield. Then shuffle your library.",{1}{W},Creature,2,1,2,Quinton Hoover,No
Modern Masters,MMA,6/7/2013,3,Amrou Seekers,Common,Amrou Seekers can't be blocked except by artifact creatures and/or white creatures.,{2}{W},Creature,2,2,3,Quinton Hoover,No
Modern Masters,MMA,6/7/2013,4,Angel's Grace,Rare,"Split second (As long as this spell is on the stack, players can't cast spells or activate abilities that aren't mana abilities.)
You can't lose the game this turn and your opponents can't win the game this turn. Until end of turn, damage that would reduce your life total to less than 1 reduces it to 1 instead.",{W},Instant,,,1,Mark Zug,No
Modern Masters,MMA,6/7/2013,5,Auriok Salvagers,Rare,{1}{W}: Return target artifact card with converted mana cost 1 or less from your graveyard to your hand.,{3}{W},Creature,2,4,4,Randy Gallegos,No
Modern Masters,MMA,6/7/2013,6,Avian Changeling,Common,"Changeling (This card is every creature type.)
Flying",{2}{W},Creature,2,2,3,Heather Hudson,No
Modern Masters,MMA,6/7/2013,7,Blinding Beam,Common,"Choose one —
• Tap two target creatures.
• Creatures don't untap during target player's next untap step.
Entwine {1} (Choose both if you pay the entwine cost.)",{2}{W},Instant,,,3,Doug Chaffee,No
Modern Masters,MMA,6/7/2013,8,Bound in Silence,Common,"Enchant creature
Enchanted creature can't attack or block.",{2}{W},Tribal,,,3,William Simpson,No
Modern Masters,MMA,6/7/2013,9,Cenn's Enlistment,Common,"Create two 1/1 white Kithkin Soldier creature tokens.
Retrace (You may cast this card from your graveyard by discarding a land card in addition to paying its other costs.)",{3}{W},Sorcery,,,4,Matt Cavotta,No
Modern Masters,MMA,6/7/2013,10,Cloudgoat Ranger,Uncommon,"When Cloudgoat Ranger enters the battlefield, create three 1/1 white Kithkin Soldier creature tokens.
Tap three untapped Kithkin you control: Cloudgoat Ranger gets +2/+0 and gains flying until end of turn.",{3}{W}{W},Creature,3,3,5,Adam Rex,No
Modern Masters,MMA,6/7/2013,11,Court Homunculus,Common,Court Homunculus gets +1/+1 as long as you control another artifact.,{W},Artifact,,,1,Matt Cavotta,No
Modern Masters,MMA,6/7/2013,12,Dispeller's Capsule,Common,"{2}{W}, {T}, Sacrifice Dispeller's Capsule: Destroy target artifact or enchantment.",{W},Artifact,,,1,Franz Vohwinkel,No
Modern Masters,MMA,6/7/2013,13,"Elspeth, Knight-Errant",Mythic Rare,"+1: Create a 1/1 white Soldier creature token.
+1: Target creature gets +3/+3 and gains flying until end of turn.
−8: You get an emblem with ""Artifacts, creatures, enchantments, and lands you control have indestructible.""",{2}{W}{W},Planeswalker,,,4,Volkan Baga,No
Modern Masters,MMA,6/7/2013,14,Ethersworn Canonist,Rare,Each player who has cast a nonartifact spell this turn can't cast additional nonartifact spells.,{1}{W},Artifact,,,2,Izzy,No
Modern Masters,MMA,6/7/2013,15,Feudkiller's Verdict,Uncommon,"You gain 10 life. Then if you have more life than an opponent, create a 5/5 white Giant Warrior creature token.",{4}{W}{W},Tribal,,,6,Dan Scott,No
Modern Masters,MMA,6/7/2013,16,Flickerwisp,Uncommon,"Flying
When Flickerwisp enters the battlefield, exile another target permanent. Return that card to the battlefield under its owner's control at the beginning of the next end step.",{1}{W}{W},Creature,3,1,3,Jeremy Enecio,No
Modern Masters,MMA,6/7/2013,17,Gleam of Resistance,Common,"Creatures you control get +1/+2 until end of turn. Untap those creatures.
Basic landcycling {1}{W} ({1}{W}, Discard this card: Search your library for a basic land card, reveal it, and put it into your hand. Then shuffle your library.)",{4}{W},Instant,,,5,Matt Stewart,No
Modern Masters,MMA,6/7/2013,18,Hillcomber Giant,Common,Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.),{2}{W}{W},Creature,3,3,4,Ralph Horsley,No
Modern Masters,MMA,6/7/2013,19,Ivory Giant,Common,"When Ivory Giant enters the battlefield, tap all nonwhite creatures.
Suspend 5—{W} (Rather than cast this card from your hand, you may pay {W} and exile it with five time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)",{5}{W}{W},Creature,3,4,7,Zack Stella,No
Modern Masters,MMA,6/7/2013,20,"Kataki, War's Wage",Rare,"All artifacts have ""At the beginning of your upkeep, sacrifice this artifact unless you pay {1}.""",{1}{W},Creature,2,1,2,Matt Thompson,No
Modern Masters,MMA,6/7/2013,21,Kithkin Greatheart,Common,"As long as you control a Giant, Kithkin Greatheart gets +1/+1 and has first strike.",{1}{W},Creature,2,1,2,Greg Staples,No
Modern Masters,MMA,6/7/2013,22,Meadowboon,Uncommon,"When Meadowboon leaves the battlefield, put a +1/+1 counter on each creature target player controls.
Evoke {3}{W} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",{2}{W}{W},Creature,3,3,4,Steven Belledin,No
Modern Masters,MMA,6/7/2013,23,Otherworldly Journey,Common,"Exile target creature. At the beginning of the next end step, return that card to the battlefield under its owner's control with a +1/+1 counter on it.",{1}{W},Instant,,,2,Vance Kovacs,No
Modern Masters,MMA,6/7/2013,24,Pallid Mycoderm,Common,"At the beginning of your upkeep, put a spore counter on Pallid Mycoderm.
Remove three spore counters from Pallid Mycoderm: Create a 1/1 green Saproling creature token.
Sacrifice a Saproling: Each creature you control that's a Fungus or a Saproling gets +1/+1 until end of turn.",{3}{W},Creature,2,4,4,Jim Nelson,No
Modern Masters,MMA,6/7/2013,25,Path to Exile,Uncommon,"Exile target creature. Its controller may search his or her library for a basic land card, put that card onto the battlefield tapped, then shuffle his or her library.",{W},Instant,,,1,Todd Lockwood,No
Modern Masters,MMA,6/7/2013,26,Reveillark,Rare,"Flying
When Reveillark leaves the battlefield, return up to two target creature cards with power 2 or less from your graveyard to the battlefield.
Evoke {5}{W} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",{4}{W},Creature,4,3,5,Jim Murray,No
Modern Masters,MMA,6/7/2013,27,Saltfield Recluse,Common,{T}: Target creature gets -2/-0 until end of turn.,{2}{W},Creature,1,2,3,Brian Despain,No
Modern Masters,MMA,6/7/2013,28,Sanctum Gargoyle,Common,"Flying
When Sanctum Gargoyle enters the battlefield, you may return target artifact card from your graveyard to your hand.",{3}{W},Artifact,,,4,Shelly Wan,No
Modern Masters,MMA,6/7/2013,29,Sandsower,Uncommon,Tap three untapped creatures you control: Tap target creature.,{3}{W},Creature,1,3,4,Kev Walker,No
Modern Masters,MMA,6/7/2013,30,Stir the Pride,Uncommon,"Choose one —
• Creatures you control get +2/+2 until end of turn.
• Until end of turn, creatures you control gain ""Whenever this creature deals damage, you gain that much life.""
Entwine {1}{W} (Choose both if you pay the entwine cost.)",{4}{W},Instant,,,5,Matt Cavotta,No
Modern Masters,MMA,6/7/2013,31,Stonehewer Giant,Rare,"Vigilance
{1}{W}, {T}: Search your library for an Equipment card and put it onto the battlefield. Attach it to a creature you control. Then shuffle your library.",{3}{W}{W},Creature,4,4,5,Steve Prescott,No
Modern Masters,MMA,6/7/2013,32,Terashi's Grasp,Uncommon,Destroy target artifact or enchantment. You gain life equal to its converted mana cost.,{2}{W},Sorcery,,,3,Mark Tedin,No
Modern Masters,MMA,6/7/2013,33,Test of Faith,Common,"Prevent the next 3 damage that would be dealt to target creature this turn. For each 1 damage prevented this way, put a +1/+1 counter on that creature.",{1}{W},Instant,,,2,Vance Kovacs,No
Modern Masters,MMA,6/7/2013,34,Veteran Armorer,Common,Other creatures you control get +0/+1.,{1}{W},Creature,2,2,2,Kev Walker,No
Modern Masters,MMA,6/7/2013,35,"Yosei, the Morning Star",Mythic Rare,"Flying
When Yosei, the Morning Star dies, target player skips his or her next untap step. Tap up to five target permanents that player controls.",{4}{W}{W},Creature,5,5,6,Hiro Izawa,No
Modern Masters,MMA,6/7/2013,36,Aethersnipe,Common,"When Aethersnipe enters the battlefield, return target nonland permanent to its owner's hand.
Evoke {1}{U}{U} (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)",{5}{U},Creature,4,4,6,Zoltan Boros & Gabor Szikszai,No
Modern Masters,MMA,6/7/2013,37,Careful Consideration,Uncommon,"Target player draws four cards, then discards three cards. If you cast this spell during your main phase, instead that player draws four cards, then discards two cards.",{2}{U}{U},Instant,,,4,Janine Johnston,No
Modern Masters,MMA,6/7/2013,38,Cryptic Command,Rare,"Choose two —
• Counter target spell.
• Return target permanent to its owner's hand.
• Tap all creatures your opponents control.
• Draw a card.",{1}{U}{U}{U},Instant,,,4,Wayne England,No
Modern Masters,MMA,6/7/2013,39,Dampen Thought,Common,"Target player puts the top four cards of his or her library into his or her graveyard.
Splice onto Arcane {1}{U} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",{1}{U},Instant,,,2,Arnie Swekel,No
Modern Masters,MMA,6/7/2013,40,Echoing Truth,Common,Return target nonland permanent and all other permanents with the same name as that permanent to their owners' hands.,{1}{U},Instant,,,2,Greg Staples,No
Modern Masters,MMA,6/7/2013,41,Errant Ephemeron,Common,"Flying
Suspend 4—{1}{U} (Rather than cast this card from your hand, you may pay {1}{U} and exile it with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)",{6}{U},Creature,4,4,7,Luca Zontini,No
Modern Masters,MMA,6/7/2013,42,Erratic Mutation,Common,"Choose target creature. Reveal cards from the top of your library until you reveal a nonland card. That creature gets +X/-X until end of turn, where X is that card's converted mana cost. Put all cards revealed this way on the bottom of your library in any order.",{2}{U},Instant,,,3,Zoltan Boros & Gabor Szikszai,No
Modern Masters,MMA,6/7/2013,43,Esperzoa,Uncommon,"Flying
At the beginning of your upkeep, return an artifact you control to its owner's hand.",{2}{U},Artifact,,,3,Warren Mahy,No
Modern Masters,MMA,6/7/2013,44,Etherium Sculptor,Common,Artifact spells you cast cost {1} less to cast.,{1}{U},Artifact,,,2,Steven Belledin,No
Modern Masters,MMA,6/7/2013,45,Faerie Mechanist,Common,"Flying
When Faerie Mechanist enters the battlefield, look at the top three cards of your library. You may reveal an artifact card from among them and put it into your hand. Put the rest on the bottom of your library in any order.",{3}{U},Artifact,,,4,Matt Cavotta,No
Modern Masters,MMA,6/7/2013,46,Gifts Ungiven,Rare,Search your library for up to four cards with different names and reveal them. Target opponent chooses two of those cards. Put the chosen cards into your graveyard and the rest into your hand. Then shuffle your library.,{3}{U},Instant,,,4,D. Alexander Gregory,No
Modern Masters,MMA,6/7/2013,47,Glen Elendra Archmage,Rare,"Flying
{U}, Sacrifice Glen Elendra Archmage: Counter target noncreature spell.
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)",{3}{U},Creature,2,2,4,Warren Mahy,No
Modern Masters,MMA,6/7/2013,48,"Keiga, the Tide Star",Mythic Rare,"Flying
When Keiga, the Tide Star dies, gain control of target creature.",{5}{U},Creature,5,5,6,Ittoku,No
Modern Masters,MMA,6/7/2013,49,"Kira, Great Glass-Spinner",Rare,"Flying
Creatures you control have ""Whenever this creature becomes the target of a spell or ability for the first time each turn, counter that spell or ability.""",{1}{U}{U},Creature,2,2,3,Kev Walker,No
Modern Masters,MMA,6/7/2013,50,Latchkey Faerie,Common,"Flying
Prowl {2}{U} (You may cast this for its prowl cost if you dealt combat damage to a player this turn with a Faerie or Rogue.)
When Latchkey Faerie enters the battlefield, if its prowl cost was paid, draw a card.",{3}{U},Creature,3,1,4,Warren Mahy,No
